Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-02-26 00:00:00-05:00,120.80145773745129,123.02848735407598,119.43173787824774,119.4908676147461,164560400,0.0,0.0
2021-03-01 00:00:00-05:00,121.94453915597607,126.06355500152354,120.99854605742111,125.92559814453125,116307900,0.0,0.0
2021-03-02 00:00:00-05:00,126.53655687977447,126.84203170717815,123.18615991535442,123.2945556640625,102260900,0.0,0.0
2021-03-03 00:00:00-05:00,122.9890764432505,123.8759473560826,120.06240618994711,120.2791976928711,112966300,0.0,0.0
2021-03-04 00:00:00-05:00,119.97373288887701,121.79674087884854,116.88940061434324,118.37736511230469,178155000,0.0,0.0
2021-03-05 00:00:00-05:00,119.21494598696164,120.16093900917444,115.85469312604607,119.64852142333984,153766600,0.0,0.0
2021-03-08 00:00:00-05:00,119.16567869460077,119.23465712113756,114.51454045359344,114.662353515625,154376600,0.0,0.0
2021-03-09 00:00:00-05:00,117.29339835750109,120.27919065765715,117.05690196727375,119.3233413696289,129525800,0.0,0.0
2021-03-10 00:00:00-05:00,119.91459651062705,120.3875893024744,117.7072717550565,118.22954559326172,111943300,0.0,0.0
2021-03-11 00:00:00-05:00,120.75219629299244,121.41241948385239,119.4908721319212,120.18065643310547,103026500,0.0,0.0
2021-03-12 00:00:00-05:00,118.64340774747862,119.40217040968575,117.42150101747256,119.26421356201172,88105100,0.0,0.0
2021-03-15 00:00:00-04:00,119.63867722005105,122.19088648224974,118.66311553592192,122.1810302734375,92403800,0.0,0.0
2021-03-16 00:00:00-04:00,123.86609198647473,125.36392009787879,122.90039394446373,123.73799133300781,115227900,0.0,0.0
2021-03-17 00:00:00-04:00,122.24016359265477,124.02375401765856,120.55510518632448,122.93980407714844,111932600,0.0,0.0
2021-03-18 00:00:00-04:00,121.08723561848367,121.38286176615965,118.56458722583356,118.77152252197266,121229700,0.0,0.0
2021-03-19 00:00:00-04:00,118.15071181176913,119.65838856360008,117.93392031473213,118.23939514160156,185549500,0.0,0.0
2021-03-22 00:00:00-04:00,118.57444432431237,122.06279830984253,118.505465891749,121.58979797363281,111912300,0.0,0.0
2021-03-23 00:00:00-04:00,121.53068010071804,122.42739975613722,120.35803918708433,120.75220489501953,95467100,0.0,0.0
2021-03-24 00:00:00-04:00,121.02810241383928,121.10693704847729,118.31822387235543,118.33792877197266,88530500,0.0,0.0
2021-03-25 00:00:00-04:00,117.79597380026222,119.88504679742013,117.2638512202856,118.83065032958984,98844700,0.0,0.0
2021-03-26 00:00:00-04:00,118.59414341598105,119.70766201034847,117.18500620428944,119.44159698486328,94071200,0.0,0.0
2021-03-29 00:00:00-04:00,119.87517395219439,120.79160590418925,118.9685982090403,119.61896514892578,80819200,0.0,0.0
2021-03-30 00:00:00-04:00,118.35763870318979,118.64340860918561,117.12587575566519,118.15070343017578,85671900,0.0,0.0
2021-03-31 00:00:00-04:00,119.87519177159531,121.71790464025986,119.38248650949923,120.3678970336914,118323800,0.0,0.0
2021-04-01 00:00:00-04:00,121.85585697320654,122.36826708712815,120.70292106023432,121.20548248291016,75089100,0.0,0.0
2021-04-05 00:00:00-04:00,122.06278946917786,124.31938019686275,121.27445813862005,124.06317138671875,88651200,0.0,0.0
2021-04-06 00:00:00-04:00,124.65442992415278,125.27523584097965,123.81683249152064,124.36865997314453,80171300,0.0,0.0
2021-04-07 00:00:00-04:00,123.99419727515249,126.05370148284295,123.31426166683123,126.03399658203125,83466700,0.0,0.0
2021-04-08 00:00:00-04:00,127.06866710315592,128.48766047411524,126.64494785175047,128.45809936523438,88844600,0.0,0.0
2021-04-09 00:00:00-04:00,127.90626034980879,131.09898010871015,127.58107314544513,131.0595703125,106686700,0.0,0.0
2021-04-12 00:00:00-04:00,130.58659576721814,130.91178301687881,128.72417063637621,129.3252716064453,91420000,0.0,0.0
2021-04-13 00:00:00-04:00,130.5077623114581,132.69537471180408,130.00519335916474,132.46871948242188,91266500,0.0,0.0
2021-04-14 00:00:00-04:00,132.9712770179956,133.03039923409037,129.73913222468303,130.10372924804688,87222800,0.0,0.0
2021-04-15 00:00:00-04:00,131.86764776612526,133.03042500435643,131.6902660473101,132.5377197265625,89347100,0.0,0.0
2021-04-16 00:00:00-04:00,132.34062409543492,132.70522114389505,131.33550124413114,132.20266723632812,84922400,0.0,0.0
2021-04-19 00:00:00-04:00,131.5621439941107,133.49355509536736,131.39462602166128,132.87274169921875,94264200,0.0,0.0
2021-04-20 00:00:00-04:00,133.05010607638556,133.55265992830198,129.88693232233874,131.16796875,94812300,0.0,0.0
2021-04-21 00:00:00-04:00,130.42890945744216,131.79862918925195,129.384376932832,131.55227661132812,68847100,0.0,0.0
2021-04-22 00:00:00-04:00,131.09898753916238,132.19279363904673,129.49277887866415,130.01504516601562,84566500,0.0,0.0
2021-04-23 00:00:00-04:00,130.23187619098385,133.1486833188776,130.23187619098385,132.36036682128906,78657500,0.0,0.0
2021-04-26 00:00:00-04:00,132.86289709724423,133.0895372979847,131.6114215749308,132.75450134277344,66905100,0.0,0.0
2021-04-27 00:00:00-04:00,133.0402556804274,133.43442887098624,132.15339231496714,132.42930603027344,66015800,0.0,0.0
2021-04-28 00:00:00-04:00,132.3504641329958,133.0501121102573,131.13841359036678,131.63111877441406,107760100,0.0,0.0
2021-04-29 00:00:00-04:00,134.47894445741215,135.07019665018012,130.51759085266974,131.53256225585938,151101000,0.0,0.0
2021-04-30 00:00:00-04:00,129.85739201663753,131.61142147037438,129.15775899520344,129.5420684814453,109839500,0.0,0.0
2021-05-03 00:00:00-04:00,130.11358750603188,132.11398452673293,129.90665973448452,130.60629272460938,75135100,0.0,0.0
2021-05-04 00:00:00-04:00,129.27599297302677,129.571619100698,124.85149485746057,125.9847183227539,137564700,0.0,0.0
2021-05-05 00:00:00-04:00,127.3150138322269,128.5467767660452,126.1029633154769,126.23107147216797,84000900,0.0,0.0
2021-05-06 00:00:00-04:00,126.02414494756553,127.85700903107634,125.27523088208842,127.84716033935547,78128300,0.0,0.0
2021-05-07 00:00:00-04:00,129.1599773223185,129.5646704090989,127.80766168732734,128.5282440185547,78973300,0.22,0.0
2021-05-10 00:00:00-04:00,127.73857249856047,127.86688320517116,125.17214750240792,125.21163177490234,88071200,0.0,0.0
2021-05-11 00:00:00-04:00,121.90489879100367,124.63911871346869,121.18432401088964,124.28377532958984,126142800,0.0,0.0
2021-05-12 00:00:00-04:00,121.80619404917559,123.03017637127628,120.67104569191501,121.184326171875,112172300,0.0,0.0
2021-05-13 00:00:00-04:00,122.97094902691605,124.52067088922844,122.65508239035731,123.35591125488281,105861300,0.0,0.0
2021-05-14 00:00:00-04:00,124.61938075175249,126.23819824380192,124.22454556399181,125.80387878417969,81918000,0.0,0.0
2021-05-17 00:00:00-04:00,125.18202134638034,125.29060121380093,123.55333086592638,124.63912200927734,74244600,0.0,0.0
2021-05-18 00:00:00-04:00,124.92537803842924,125.34982455958104,123.1683693097537,123.23746490478516,63342900,0.0,0.0
2021-05-19 00:00:00-04:00,121.56929875397638,123.3065615961723,121.27317046929146,123.07953643798828,92612000,0.0,0.0
2021-05-20 00:00:00-04:00,123.61255063607848,126.07038804539049,123.48422487764347,125.66567993164062,76857100,0.0,0.0
2021-05-21 00:00:00-04:00,126.16911314098277,126.34678861370502,123.59282255193801,123.80998229980469,79295400,0.0,0.0
2021-05-24 00:00:00-04:00,124.38247877760838,126.2875515331804,124.31338318671632,125.4583969116211,63092900,0.0,0.0
2021-05-25 00:00:00-04:00,126.16909429886802,126.66264389903897,124.68846809091815,125.26097869873047,72009500,0.0,0.0
2021-05-26 00:00:00-04:00,125.32021164154825,125.74465815729457,124.78718525915603,125.21163177490234,56575900,0.0,0.0
2021-05-27 00:00:00-04:00,124.80693233125332,125.99143039377414,123.46449717727371,123.66191101074219,94625600,0.0,0.0
2021-05-28 00:00:00-04:00,123.94816451744263,124.17519720036096,122.94134193219702,123.00056457519531,71311100,0.0,0.0
2021-06-01 00:00:00-04:00,123.46449029787279,123.73099971129089,122.33921494192147,122.67481994628906,67637100,0.0,0.0
2021-06-02 00:00:00-04:00,122.6748234519784,123.62242338244575,122.44779830273721,123.44474792480469,59278900,0.0,0.0
2021-06-03 00:00:00-04:00,123.06966478758865,123.23746730295113,121.53968118530554,121.94438934326172,76229200,0.0,0.0
2021-06-04 00:00:00-04:00,122.46753749757063,124.53054741022596,122.25037776667482,124.26403045654297,75169300,0.0,0.0
2021-06-07 00:00:00-04:00,124.54040466903578,124.6884687968399,123.21771553058892,124.27389526367188,71057600,0.0,0.0
2021-06-08 00:00:00-04:00,124.96485142451535,126.80083607008987,124.57988920989864,125.10304260253906,74403800,0.0,0.0
2021-06-09 00:00:00-04:00,125.56699040041974,126.10001681551478,124.88589983710017,125.48802185058594,56877900,0.0,0.0
2021-06-10 00:00:00-04:00,125.37942859630141,126.5343228045136,124.31338341073919,124.48118591308594,71186400,0.0,0.0
2021-06-11 00:00:00-04:00,124.8957761063638,125.79402644016037,124.47132955330108,125.70518493652344,53522400,0.0,0.0
2021-06-14 00:00:00-04:00,126.16911373120381,128.8539766758863,125.42880051320718,128.7947540283203,96906500,0.0,0.0
2021-06-15 00:00:00-04:00,128.26168910634857,128.91316811918526,127.71878992898468,127.96556091308594,62746300,0.0,0.0
2021-06-16 00:00:00-04:00,128.68618442441735,129.19947251380665,126.80086472568422,128.46902465820312,91815000,0.0,0.0
2021-06-17 00:00:00-04:00,128.12354152790584,130.83802327611693,127.97546985006791,130.08782958984375,96721700,0.0,0.0
2021-06-18 00:00:00-04:00,129.02178020105015,129.81143549816818,128.55784943005318,128.77500915527344,108953300,0.0,0.0
2021-06-21 00:00:00-04:00,128.61704902848842,130.69979688417288,127.54113107647069,130.59121704101562,79663300,0.0,0.0
2021-06-22 00:00:00-04:00,130.4234454296524,132.34825668499607,129.92002282784006,132.24954223632812,74783600,0.0,0.0
2021-06-23 00:00:00-04:00,132.04226291641513,132.58516226040496,131.50922899260323,131.97315979003906,60214200,0.0,0.0
2021-06-24 00:00:00-04:00,132.71348121155032,132.90102963854972,131.21310885726623,131.68692016601562,68711000,0.0,0.0
2021-06-25 00:00:00-04:00,131.73624778135826,132.16068670561467,131.0946340931255,131.39076232910156,70783700,0.0,0.0
2021-06-28 00:00:00-04:00,131.68691447418217,133.50314589408603,131.62769182857605,133.03921508789062,62111300,0.0,0.0
2021-06-29 00:00:00-04:00,133.05894581208608,134.72712042768327,132.6147609589984,134.56918334960938,64556100,0.0,0.0
2021-06-30 00:00:00-04:00,134.41125036468273,135.63524016446573,134.11512209970354,135.19105529785156,63261400,0.0,0.0
2021-07-01 00:00:00-04:00,134.83569524961308,135.55626243156024,134.00653315155128,135.49703979492188,52485800,0.0,0.0
2021-07-02 00:00:00-04:00,136.1189221337434,138.19180523698276,135.97086550995982,138.15232849121094,78852600,0.0,0.0
2021-07-06 00:00:00-04:00,138.26090337348407,141.30110972454074,138.26090337348407,140.1857147216797,108181800,0.0,0.0
2021-07-07 00:00:00-04:00,141.6860482863322,143.01861787610687,140.81742450067887,142.7027587890625,104911600,0.0,0.0
2021-07-08 00:00:00-04:00,139.75139014090885,142.19935486745737,138.85313985719392,141.38995361328125,105575500,0.0,0.0
2021-07-09 00:00:00-04:00,140.90627466829667,143.76881292759202,140.8075602200271,143.2357940673828,99890800,0.0,0.0
2021-07-12 00:00:00-04:00,144.32158760243067,144.4301674669692,142.1401248918685,142.6336669921875,76299700,0.0,0.0
2021-07-13 00:00:00-04:00,142.16972040283517,145.55542666660182,141.774892791171,143.75892639160156,100827100,0.0,0.0
2021-07-14 00:00:00-04:00,146.18719108643677,147.63820621467397,145.77260242547374,147.22361755371094,127050800,0.0,0.0
2021-07-15 00:00:00-04:00,147.3124494809424,148.0626280408004,145.19020944199863,146.562255859375,106820300,0.0,0.0
2021-07-16 00:00:00-04:00,146.5425083243386,147.82570557179545,143.99582960477724,144.49923706054688,93251400,0.0,0.0
2021-07-19 00:00:00-04:00,141.89336577937172,142.20923997977138,139.84022866190665,140.6101531982422,121434600,0.0,0.0
2021-07-20 00:00:00-04:00,141.6071006144058,145.20008636432559,141.1135585330338,144.26234436035156,96350000,0.0,0.0
2021-07-21 00:00:00-04:00,143.65035945450325,144.24261598695622,142.76198971753303,143.52203369140625,74993500,0.0,0.0
2021-07-22 00:00:00-04:00,144.055083350576,146.2858884184655,143.92675757343306,144.9039764404297,77338200,0.0,0.0
2021-07-23 00:00:00-04:00,145.6442705154755,146.799157172853,145.02240267623034,146.64122009277344,71447400,0.0,0.0
2021-07-26 00:00:00-04:00,146.3549720308515,147.89482090437443,145.79232683229796,147.065673828125,72434100,0.0,0.0
2021-07-27 00:00:00-04:00,147.19399807398523,147.28284710310365,143.67011514473722,144.87435913085938,104818600,0.0,0.0
2021-07-28 00:00:00-04:00,142.9396498985369,145.07175522584032,140.69896471488818,143.10745239257812,118931200,0.0,0.0
2021-07-29 00:00:00-04:00,142.8211995176182,144.6571765291017,142.71261966515436,143.75892639160156,56699500,0.0,0.0
2021-07-30 00:00:00-04:00,142.51523941395186,144.44005083199258,142.24872242938886,143.9761199951172,70440600,0.0,0.0
2021-08-02 00:00:00-04:00,144.4696500770982,145.05202616432405,143.37398596740897,143.6405029296875,62880000,0.0,0.0
2021-08-03 00:00:00-04:00,143.92674257544084,146.1279360902605,143.30487471927148,145.45672607421875,64786600,0.0,0.0
2021-08-04 00:00:00-04:00,145.36789137907627,145.88116430815094,144.3906726188411,145.05201721191406,56368300,0.0,0.0
2021-08-05 00:00:00-04:00,145.08163021217794,145.93052321911856,144.28209442714152,145.1605987548828,46397700,0.0,0.0
2021-08-06 00:00:00-04:00,144.67621756162433,145.42752009685526,143.96445091381563,144.46861267089844,54126800,0.22,0.0
2021-08-09 00:00:00-04:00,144.52790146431406,145.0221829433878,143.8556858932251,144.41915893554688,48908700,0.0,0.0
2021-08-10 00:00:00-04:00,144.7652039583949,146.02068350268405,143.63824246287774,143.934814453125,69023100,0.0,0.0
2021-08-11 00:00:00-04:00,144.37964764482732,145.04198312948134,143.86559059544055,144.1918182373047,48493500,0.0,0.0
2021-08-12 00:00:00-04:00,144.51803188162975,147.34532275300057,144.17202878715062,147.18714904785156,72282600,0.0,0.0
2021-08-13 00:00:00-04:00,147.2662268599685,147.73085266264928,146.57423579776534,147.39474487304688,59375000,0.0,0.0
2021-08-16 00:00:00-04:00,146.84116778889603,149.46086926055312,144.79484985473584,149.39166259765625,103296000,0.0,0.0
2021-08-17 00:00:00-04:00,148.51182592481922,149.94523936083777,147.3848646273103,148.4722900390625,92229700,0.0,0.0
2021-08-18 00:00:00-04:00,148.08675567528422,148.9962319188811,144.47849130293457,144.68609619140625,86326000,0.0,0.0
2021-08-19 00:00:00-04:00,143.37133316658796,146.30736735332607,142.84739582807848,145.02223205566406,86960300,0.0,0.0
2021-08-20 00:00:00-04:00,145.75375584694345,146.80163039113324,145.10130053608975,146.49517822265625,60549600,0.0,0.0
2021-08-23 00:00:00-04:00,146.61380520918294,148.47230884493473,146.19861047690853,147.997802734375,60131800,0.0,0.0
2021-08-24 00:00:00-04:00,147.74075955140233,149.13463721124893,147.44418758994695,147.9088134765625,48606400,0.0,0.0
2021-08-25 00:00:00-04:00,148.09663675595885,148.60081359483917,146.10963033975537,146.66322326660156,58991300,0.0,0.0
2021-08-26 00:00:00-04:00,146.65334891766324,147.4145316803117,145.82294440998302,145.85260009765625,48597200,0.0,0.0
2021-08-27 00:00:00-04:00,145.7932963960981,147.04877588269423,145.15073635032164,146.90049743652344,55802400,0.0,0.0
2021-08-30 00:00:00-04:00,147.29591418804347,151.73456830767392,146.9103751502512,151.36878967285156,90956700,0.0,0.0
2021-08-31 00:00:00-04:00,150.91406089731612,151.05245914117936,149.5597190635002,150.0935516357422,86453100,0.0,0.0
2021-09-01 00:00:00-04:00,151.08209449042633,153.20749903881838,150.59769315998022,150.7657470703125,80313700,0.0,0.0
2021-09-02 00:00:00-04:00,152.11021582516,152.95050058477148,150.65702670421342,151.89273071289062,71115500,0.0,0.0
2021-09-03 00:00:00-04:00,152.001445837708,152.8615059298431,151.3391104187003,152.5352783203125,57808700,0.0,0.0
2021-09-07 00:00:00-04:00,153.19764972114058,155.46145295111612,152.62428121980727,154.89797973632812,82278300,0.0,0.0
2021-09-08 00:00:00-04:00,155.18460640970665,155.24391777274218,152.21891758374213,153.33599853515625,74420200,0.0,0.0
2021-09-09 00:00:00-04:00,153.7116801395537,154.3245844277679,152.18928453529335,152.30792236328125,57305700,0.0,0.0
2021-09-10 00:00:00-04:00,153.22728507457518,153.70179115314426,146.99933434178558,147.26625061035156,140893200,0.0,0.0
2021-09-13 00:00:00-04:00,148.90726482805593,149.68822304127568,147.0487613699913,147.83961486816406,102404300,0.0,0.0
2021-09-14 00:00:00-04:00,148.63048645997645,149.3422531865518,145.22982656284486,146.4259796142578,109296300,0.0,0.0
2021-09-15 00:00:00-04:00,146.8609356472786,147.73087602549546,144.69597998693746,147.3255615234375,83281300,0.0,0.0
2021-09-16 00:00:00-04:00,146.74229934180008,147.2662365436542,145.53625123225194,147.08828735351562,68034100,0.0,0.0
2021-09-17 00:00:00-04:00,147.11797022237474,147.11797022237474,144.09295441541374,144.3895263671875,129868800,0.0,0.0
2021-09-20 00:00:00-04:00,142.15538648492804,143.18348554191297,139.6543228782194,141.3052215576172,123478900,0.0,0.0
2021-09-21 00:00:00-04:00,142.2838781019178,142.94622864544314,141.14703658373668,141.7895965576172,75834000,0.0,0.0
2021-09-22 00:00:00-04:00,142.79793318623945,144.75528385140748,142.056510879889,144.1819305419922,76404300,0.0,0.0
2021-09-23 00:00:00-04:00,144.97277711097593,145.39786710108132,143.97433377911875,145.15072631835938,64838200,0.0,0.0
2021-09-24 00:00:00-04:00,143.9941161433076,145.78341308219711,143.89525379178608,145.2397003173828,53477900,0.0,0.0
2021-09-27 00:00:00-04:00,143.8062903325165,144.29069173227708,142.17516708144348,143.70742797851562,74150700,0.0,0.0
2021-09-28 00:00:00-04:00,141.61167358622072,143.09451833581466,140.06951746012732,140.28700256347656,108972300,0.0,0.0
2021-09-29 00:00:00-04:00,140.84058884157852,142.79793959458664,140.40561865551535,141.19647216796875,74602000,0.0,0.0
2021-09-30 00:00:00-04:00,142.0169833375753,142.72875000023063,139.66419825356044,139.88168334960938,89056700,0.0,0.0
2021-10-01 00:00:00-04:00,140.27708664538704,141.28542515039817,137.51900245389368,141.0185089111328,94639600,0.0,0.0
2021-10-04 00:00:00-04:00,140.13869060666377,140.58355604045394,136.68861526363906,137.5486602783203,98322000,0.0,0.0
2021-10-05 00:00:00-04:00,137.89468721630269,140.6132360363715,137.7661691723852,139.49615478515625,80861100,0.0,0.0
2021-10-06 00:00:00-04:00,137.87491283471317,140.5242550110733,136.78748726425036,140.3759765625,83221100,0.0,0.0
2021-10-07 00:00:00-04:00,141.42384928671154,142.5705862214371,141.08774141820564,141.65121459960938,61732700,0.0,0.0
2021-10-08 00:00:00-04:00,142.3827366045389,142.53101503011987,140.92954769674444,141.26565551757812,58773200,0.0,0.0
2021-10-11 00:00:00-04:00,140.6428793295359,143.15382301767465,140.1881336571783,141.17669677734375,64452200,0.0,0.0
2021-10-12 00:00:00-04:00,141.59188548762668,141.6116609727907,139.42692993256904,139.8915557861328,73035900,0.0,0.0
2021-10-13 00:00:00-04:00,139.6246743272955,139.78283297810938,137.6079969155731,139.29844665527344,78762700,0.0,0.0
2021-10-14 00:00:00-04:00,140.48472142833924,142.23448257164847,139.89157745574286,142.1158447265625,69907100,0.0,0.0
2021-10-15 00:00:00-04:00,142.12573218289566,143.2427983156131,141.86869610293476,143.18348693847656,67940300,0.0,0.0
2021-10-18 00:00:00-04:00,141.80938010222852,145.16060855967095,141.5227034273232,144.87393188476562,85589200,0.0,0.0
2021-10-19 00:00:00-04:00,145.32868428110584,147.46398461432318,144.87395361349843,147.0586700439453,76378900,0.0,0.0
2021-10-20 00:00:00-04:00,146.99933977973544,148.0373341209783,146.4259713332939,147.5529327392578,58418800,0.0,0.0
2021-10-21 00:00:00-04:00,147.10806556530108,147.9285747097491,146.17881388160635,147.77040100097656,61421000,0.0,0.0
2021-10-22 00:00:00-04:00,147.97800395855307,148.46239019450346,146.94000974908457,146.98944091796875,58883400,0.0,0.0
2021-10-25 00:00:00-04:00,146.97956884977168,147.66167986900163,145.93169427471935,146.94003295898438,50720600,0.0,0.0
2021-10-26 00:00:00-04:00,147.62212385262427,149.11484864584503,147.30577643234489,147.61224365234375,60893400,0.0,0.0
2021-10-27 00:00:00-04:00,147.65179055305242,148.01755408629677,146.79174545195295,147.1476287841797,56094900,0.0,0.0
2021-10-28 00:00:00-04:00,148.10652482831338,151.41820202737674,148.00766248864426,150.8250732421875,100077900,0.0,0.0
2021-10-29 00:00:00-04:00,145.53626676181926,148.22515971091846,144.73553303143981,148.08676147460938,124953200,0.0,0.0
2021-11-01 00:00:00-04:00,147.28603386253508,147.98790527430268,146.10964126290193,147.25637817382812,74588300,0.0,0.0
2021-11-02 00:00:00-04:00,146.95981365532637,149.8365362800071,146.94991836907084,148.30426025390625,69122000,0.0,0.0
2021-11-03 00:00:00-04:00,148.6699904270923,150.2319217925489,148.10651735537965,149.75741577148438,54511500,0.0,0.0
2021-11-04 00:00:00-04:00,149.84639427613686,150.68666384805547,148.917142562494,149.23348999023438,60394600,0.0,0.0
2021-11-05 00:00:00-04:00,150.37200114958114,150.67890057300957,148.5602884723221,149.76809692382812,65463900,0.22,0.0
2021-11-08 00:00:00-05:00,149.89679987016828,150.05520444276988,148.65929247101482,148.93649291992188,55020900,0.0,0.0
2021-11-09 00:00:00-05:00,148.69890637142103,149.91660958874937,148.56030612803644,149.3028106689453,56787900,0.0,0.0
2021-11-10 00:00:00-05:00,148.52069948258867,148.6296007432716,146.37238834574612,146.44168090820312,65187100,0.0,0.0
2021-11-11 00:00:00-05:00,147.47129940997283,147.9365883290385,146.204077840749,146.39218139648438,41000000,0.0,0.0
2021-11-12 00:00:00-05:00,146.9465451488656,148.89685767063267,146.00604271448844,148.490966796875,63804000,0.0,0.0
2021-11-15 00:00:00-05:00,148.8671670623496,150.36208548586814,147.93655919490382,148.50086975097656,59222800,0.0,0.0
2021-11-16 00:00:00-05:00,148.4415018203983,149.9760141392109,147.84749217882802,149.49090576171875,59256200,0.0,0.0
2021-11-17 00:00:00-05:00,149.49088881622956,153.45091236103036,149.48099419563232,151.9560089111328,88807000,0.0,0.0
2021-11-18 00:00:00-05:00,152.1738230085365,157.08424411868546,151.52041544835222,156.292236328125,137827700,0.0,0.0
2021-11-19 00:00:00-05:00,156.07443864639328,159.41076911278344,154.9656367690109,158.94546508789062,117305600,0.0,0.0
2021-11-22 00:00:00-05:00,160.0641284227534,164.04395591704048,159.39093173847942,159.41073608398438,117467900,0.0,0.0
2021-11-23 00:00:00-05:00,159.50971910111966,160.18293085581809,157.47030970515183,159.7968292236328,96041900,0.0,0.0
2021-11-24 00:00:00-05:00,159.1434693863129,160.51957716431295,158.04456208832053,160.3215789794922,69463600,0.0,0.0
2021-11-26 00:00:00-05:00,157.9752544198583,158.84644937104656,154.79732871930807,155.24282836914062,76959800,0.0,0.0
